question_id,member_id,question,type
108726,93132,我聽不出來是well 感覺像是和I'm連起來了> <,14
108724,93132,為什麼不是before they got up,3
108707,93132,"為什麼這裡是用what呢？
可以換成其他的嗎？[on which 之類的",5
108706,93132,那個that is和  that's的發音要怎麼分,14
108704,93132,"其實我聽不太出來then 和and
要怎麼這兩個字比較好",14
95216,93132,"want 為什麼要用現在式嗎？

若改成that want to be...是否也可以呢？",2
95215,93132,請問gotta 和gonna 要怎麼分？,4
94960,93132,give 我覺得不是退讓 而是給出去,8
74681,93132,thought 這裡是think 的過去式還是名詞呢? 平常要怎麼分辨它們? 謝謝,3
74680,93132,blow and explode up  解釋說都有使爆炸的意思 可是我找不到blow有爆炸的意思 explod up 是爆炸嗎? 我看到字典中explod本身就有爆炸的意思，為什麼要加一個up? 此外，為什麼老師說這個事一個口語的用法呢?,9
74679,93132,這個句子有三個th 請問都讓舌頭伸出來發音嗎?,14
74367,93132,"聽起來很像she business is important; yes, she need to take care of customers; yes, 為什麼呢?? ",14
74364,93132,entrepreneurs的發音 ,14
60173,93132,為什麼make不用過去式made?,3
60168,93132,as 是什麼意思？,9
60165,93132,our mom這裏我聽的時候會聽成her,14
60161,93132,gonna和gotta，他們的na、ta發音一名樣嗎？,14
46787,93132,怎麼判斷動詞是vi 還是vt? ,9
46784,93132,為什麼要用are talking? as是什麼意思？ boundariesentrepreneur我查不到和翻譯西骯同的意思 然後我的筆記好像不能存起來,14
44691,93132,我覺得影片裡的there's和there is發音有點難分，清問要怎麼分辨？,14
44164,93132,  為什麼要用完成式？you've got to和have to又有什麼差別？,1
44062,93132,這邊我沒辦法說的跟影片一樣 影片這裡說的很快卻清楚尤其是人名那邊，you know那邊也好難，人名我舌頭會有跟不上的感覺，請問這裡該注意什麼或怎麼發音比較好？,14
44060,93132,practice this way 這邊我覺得有點不順，總覺得this way 前面應該加一個介系詞，而我也不了解為什麼要用as does Jackie Chen要有does ，因為聽過的一般都是as Jackie Chen或as Jackie Chen does，我覺得的合乎文法嗎？,14
44058,93132,抱歉一直問這些，我知道這邊提供的翻譯是直接翻出來的，可是系統提供的翻譯是[英文是一個受音節驅動的語言。我們說的每個東西可以被用鼓打出來。}有點不知道該怎麼改自己的翻譯> < 可以請問一下這邊的翻譯是什麼嗎？be drummed out 要一起翻嗎？ drum out我查到的是使人離開某個群體 ,14
44056,93132,請問這裏的it是需主詞嗎？that是同位語的用法嗎？,10
44055,93132,1.請問這裡rhythm 的意思是？ 2.我可以翻譯成：「你嘗試用你的語言節奏說我的語言，我會不理解你說的話。」嗎？,14
42745,93132,我想要問presenting 的意思，在字眼中我查到的是：「現在的、當前的」，而據譯翻譯的答案是「表達」，我在字典中沒有看到這個翻譯.... ,14
67995,85699,succeed 為什麼是ED?,3
64582,85699,不好意思這是今天我寫考卷另外的問題，但找不到答案，請問usually後面是加原型動詞嗎?如果句子是闡述過去事情可以加過去簡單式嗎?,3
60820,85699,added是什麼動詞型態?,13
53664,85699,為什麼者裡的INTERVIEW要用現在式，知道在BE動詞後但，在詞意上有點不懂?他沒有正在做面試這個動作,2
50822,85699,請問WHOM要如何使用，跟WHOSE和WHO有什麼差別，如何清楚分明,5
49875,85699,請問為什麼RUINING要是ING?,9
49871,85699,WHICH有時候前面要加逗點有時候不用，請問差在哪裡(像是WHO .THAT...那些關係代名詞)而且我很不會關代的使用和造句，請問有什麼方法可以較易懂，謝謝,5
49806,85699,請問為什嗎STATIONS後面要加THAT,5
31006,85699,Another positive aspect is 之間 you never really know what's coming through those doors. 是不是省略了that?,10
30855,85699,為什麼這裡HELP要用ING,9
30818,85699,為什麼這裡的WANT要加ING ,9
30386,85699,為什麼可以省略THAT(investment they make in the customer experience),5
1490,39760,A machine like this can take~~~~ 我聽到的好像是can collect ?,14
862,39760,So 後面聽起來是there?,14
469,39760,130 billion 影片中的發音是 hundred and thirty  billion?,14
467,39760,combined 在影片中 聽起來是combines ?,14
60927,53406,請問老師：People that  tend to go into medicine tend to be the ones that這句的翻譯還是不懂是什麼意思，感恩老師回答,14
37405,53406,請問老師：They make a great cat for anybody who loves your average   這句的average在這裏該怎麼翻譯，謝謝您。,14
16995,53406,Imagine，我聽是發「i」可是我查字典，是 [ɪˋmædʒɪn] ，到底是哪個發音才正確呢,14
2599,53406,"In other words, our brains compare the surrounding environment in order to create our perception.那個 in order to 為什麼都聽不到原音老師念的聲音?",14
2416,53406,請問老師，為什麼我在點單字查詢完後，將在另一個開啟的奇摩字典視窗copy完中文意思貼到系統中，竟然出現了能覆蓋文章的狀況?導致系統有點出錯了。我將會把畫面發mail給您。還有另一個問題，若之前上課過的課程，但我還想聽裏面的老師講解裏面的片語及句義分析，怎麼使用?,14
1416,53406,A single settlement like this can be home to thousands of cousins。 cousins在字典找到是→n.名詞 cousin 堂（或表）兄弟；堂（或表）姐妹/親戚；遠親。但在此為什麼翻成是同類?因為是近親，所以意思是跟自已同類的意思嗎?那如果要用英文說，我跟你都是同類。能否用在這?(You and I are cousins.) .,14
1269,53406,You are when I love: a new history is being started with you; we are the young lovers our older selves will someday reminisce about. 老師翻→妳是我所愛的「時」：一頁新的歷史和妳一起開始了；我們是我們那較年長的自我某一天將會懷念的那年少的戀人。 這句的翻譯，我還是不太懂「我們是我們那較年長的自我某一天將會懷念的那年少的戀人」這是什麼意思?,14
1096,53406,"請教老師，在此堂裏講到的 There are many like her,whose lives end before having  any of those experiences.能翻→有很多像她在任何經驗之前就生命結束的人，這樣嗎?謝謝您",14
16277,73803,第一個字聽起來很像是but，不像now ,14
34206,90636,vt及物動詞  vi不及物動詞 的差別,9
39418,81091,"guilt-free 之前是否也可加 with , 不然  guilt-free  在這兒當成副詞嗎?",9
39040,81091,like people claim for video games and the Internet 這裡的 like 後面接的算是句子嗎?,10
39015,81091,"committing 的主詞是 humans 吧? 整句的句型不太懂, like  後面可接子句是嗎?",10
33183,81091,"請問如果 establish和 identify 都用原形,這樣也正確嗎?",9
32998,81091,"為什麼 out 總是聽不到外籍老師的發音呢? 就像之前 ""which helps draw out the taste of the tea""也是幾乎輕到聽不到， 都是需要這樣嗎?",14
31753,81091,"Faced with a plate of fried crickets當中,請問這分詞構句前面省的是most people have faced 還是 most people are faced呢?",8
31493,81091,And the story probably begins 為什麼不是用過去式 began 呢?,3
27505,81091,這裡的 have 發音時也是要輕到聽不到嗎？,14
27503,81091,"為什麼兩位老師唸此句 could have happened, but you'd be wrong 時，""have""都聽不到，一定要輕到聽不到嗎？",14
27501,81091,利用交通工具，a small plane前為什麼不需什麼介系詞?,9
22868,81091,"But if you've had to quit your last job or you were fired ""at"" your last job,......... For example, if you were fired"" from"" the job, you can't say, ""Well, the boss was an idiot."" 請問上一句 fired at 改成 fired from也可以嗎？用不同介系詞語意有不同嗎？",9
47299,74757,這裡的AS事當作When在用嗎?,10
53755,87360,"Despite those concerns and campaigns encouraging users to boycott the site, it grows ever more popular.  我聽了很多遍影片，應該是""these"" concerns，而且依照影片整體的文意用these應該更為合理。",14
49032,93137,you're concerned  請問一下這裡的re是were嗎，因為我想說過去式應該不能用are,3
43942,93137,", don't apologize and don't lie, 這句怎麼沒有連接詞也沒有主詞?",10
43826,93137,1. human beings為什麼不只用human就好  2. people who make my life harder 為什麼不直接people make my life harder,5
43727,93137,不好意思，應該一次問，they're和they'll 這種簡寫的發音該如何念 謝謝,14
43726,93137,they'll這個字該如何發音?,14
43725,93137,"不好意思我想請問一下中間插入的句型, because they're nervous,  是否一定需要連接詞because，還是只要句子都可以插入",10
42472,93137,You can't just keep going through your life going 請問為什麼最後一個go也加ing,12
42015,93137,"But after a while, that needs to settle back down that前面不是不能放逗點嗎?",5
42008,93137,在考聽力時，我發現自己you're和you've聽不太清楚 後來我才發現自己無法從句子的前後意思，判斷出這兩個意思的不同 不好意思有點偏題，但對此有點困擾，謝謝,14
40801,93137,"stressed out為什麼是有壓力的,那用stress不就好了嗎？ out會讓人認為壓力離開的意思",9
40800,93137,為什麼這裡的a發音不是ㄜ ？,14
40551,93137,"So I always say to accent reduction clients 這句英文 為什麼say後面可以加to＋N,不是很懂她的用法",9
11638,67184,Just about 要怎麼翻譯呢  ? 正好關於?  還是有其它意思,14
11474,67184,怎麼後面會變成過去式 不是應該是 you aren't the fit.,3
11169,67184,這句也聽不到 who ，怎麼回事呢,14
11168,67184,這句話 我聽不到 who get 的發音 ，倒是聽到yet 的發音 怎麼回事呢,14
9524,67184,你好  我對「 it isn't your accent that's the problem」的翻譯有點疑惑。如同您在句型中曾舉例，「it is your car that's broken」翻譯成 「那就是你壞掉的車」。同理，[ it is your car that is not broken」應該是翻譯成「那就是你那台沒壞的車」。所以，以相同邏輯，原句應該翻成「那並不是你那造成問題的腔調？」而非「你的的腔調並不是問題」。當然，我知道，這樣不符[removed]askquestion();合原意。所以，，我想講的是，這裡的that 難道不是指（it isn't your accent)嗎？,14
23049,72453,"Once ""switched"" to flight mode... If ""switch"" to flight mode-> What tense should I use for switch? When ""switch"" to flight mode-> What tense should I use for switch? After ""switch"" to flight mode ->What tense should I use for switch? ",8
29286,84087,"您好 想請問一下  為何thus exotic taste buds 可以翻為""因而傳到異國的味蕾上""  如果直接看這句話不是只有""因為異國的味蕾""嗎?  感謝",14
65557,84819,我不太懂最後一句，and bungalows( with) a beach out back。我看中文翻譯這句是說在沙灘後面的小屋，那whit在這裡是什麼意思呢?謝謝老師。,14
110075,100296,請問 carrying前是否有省略?謝謝,9
106496,100296,請問在PC上撥放You tube有正常，但句意說明則沒聽到任何音量，是有什麼設定問題嗎?,14
54164,100296,請問 and he makes tons of money performing in American movies. 在 performing前有省略什麼字嗎? 謝謝,12
55156,101164,"影片原音, know的發音聽不太出來, 好像就變成you will",14
24308,63077,這邊的bias 為何需要加ed ?  是當作adj ?   如果是當名詞  是不是該說成 you have a little bit biases  ,13
